0 	 270.000000 	 148.282526 	 0.000000 	 0.000000 	 0.525731 	 -0.850651
1 	 90.000000 	 148.282526 	 0.000000 	 0.000000 	 -0.525731 	 -0.850651
2 	 180.000000 	 121.717474 	 0.000000 	 0.850651 	 0.000000 	 -0.525731
3 	 180.000000 	 58.282526 	 0.000000 	 0.850651 	 0.000000 	 0.525731
4 	 270.000000 	 31.717474 	 0.000000 	 0.000000 	 0.525731 	 0.850651
5 	 90.000000 	 31.717474 	 0.000000 	 0.000000 	 -0.525731 	 0.850651
6 	 360.000000 	 58.282526 	 0.000000 	 -0.850651 	 0.000000 	 0.525731
7 	 360.000000 	 121.717474 	 0.000000 	 -0.850651 	 0.000000 	 -0.525731
8 	 238.282526 	 90.000000 	 0.000000 	 0.525731 	 0.850651 	 0.000000
9 	 301.717474 	 90.000000 	 0.000000 	 -0.525731 	 0.850651 	 0.000000
10 	 58.282526 	 90.000000 	 0.000000 	 -0.525731 	 -0.850651 	 0.000000
11 	 121.717474 	 90.000000 	 0.000000 	 0.525731 	 -0.850651 	 0.000000
12 	 242.392600 	 90.000000 	 0.000000 	 0.463410 	 0.886144 	 0.000000
13 	 246.835386 	 90.000000 	 0.000000 	 0.393374 	 0.919378 	 0.000000
14 	 251.593201 	 90.000000 	 0.000000 	 0.315762 	 0.948839 	 0.000000
15 	 256.628643 	 90.000000 	 0.000000 	 0.231262 	 0.972892 	 0.000000
16 	 261.883032 	 90.000000 	 0.000000 	 0.141194 	 0.989982 	 0.000000
17 	 267.278146 	 90.000000 	 0.000000 	 0.047487 	 0.998872 	 0.000000
18 	 272.721854 	 90.000000 	 0.000000 	 -0.047487 	 0.998872 	 0.000000
19 	 278.116968 	 90.000000 	 0.000000 	 -0.141194 	 0.989982 	 0.000000
20 	 283.371357 	 90.000000 	 0.000000 	 -0.231262 	 0.972892 	 0.000000
21 	 288.406799 	 90.000000 	 0.000000 	 -0.315762 	 0.948839 	 0.000000
22 	 293.164614 	 90.000000 	 0.000000 	 -0.393374 	 0.919378 	 0.000000
23 	 297.607400 	 90.000000 	 0.000000 	 -0.463410 	 0.886144 	 0.000000
24 	 265.800192 	 144.882976 	 0.000000 	 0.042128 	 0.573704 	 -0.817979
25 	 262.002956 	 141.071950 	 0.000000 	 0.087416 	 0.622233 	 -0.777936
26 	 258.581885 	 136.875983 	 0.000000 	 0.135326 	 0.670051 	 -0.729876
27 	 255.504743 	 132.340902 	 0.000000 	 0.185009 	 0.715622 	 -0.673540
28 	 252.737434 	 127.533098 	 0.000000 	 0.235324 	 0.757281 	 -0.609220
29 	 250.246532 	 122.537675 	 0.000000 	 0.284925 	 0.793430 	 -0.537854
30 	 248.000724 	 117.452802 	 0.000000 	 0.332412 	 0.822779 	 -0.461018
31 	 245.971506 	 112.380907 	 0.000000 	 0.376518 	 0.844544 	 -0.380762
32 	 244.133408 	 107.418643 	 0.000000 	 0.416271 	 0.858550 	 -0.299351
33 	 242.463942 	 102.648117 	 0.000000 	 0.451088 	 0.865202 	 -0.218963
34 	 240.943398 	 98.131346 	 0.000000 	 0.480791 	 0.865352 	 -0.141443
35 	 239.554582 	 93.908592 	 0.000000 	 0.505539 	 0.860107 	 -0.068165
36 	 274.199808 	 144.882976 	 0.000000 	 -0.042128 	 0.573704 	 -0.817979
37 	 277.997044 	 141.071950 	 0.000000 	 -0.087416 	 0.622233 	 -0.777936
38 	 281.418115 	 136.875983 	 0.000000 	 -0.135326 	 0.670051 	 -0.729876
